well_name,unique_id,rxn_id,K,Liposome_name,Mg,SecYE,Spermidine,Liposome_conc,DNA_conc,DNA_name,plate,row,col
I4,1146,378,185,no_lipo,8,0,0.1,3,5,B2AR,1,8,3
C6,1147,379,185,no_lipo,8,0.625,0.4,3,5,B2AR,1,2,5
A3,1150,382,185,no_lipo,14,0.625,1,3,5,B2AR,1,0,2
F1,1151,383,185,no_lipo,14,1.25,4,3,5,B2AR,1,5,0
A16,1320,168,85,DMPC,8,0,4,3,5,B2AR,1,0,15
M17,1322,170,85,DMPC+15%PE,8,1.25,0.1,3,5,B2AR,1,12,16
H2,1323,171,85,DMPC+15%PE,14,0.625,0.1,3,5,B2AR,1,7,1
C2,1325,173,85,DMPC+30%PE,8,0.625,0.1,3,5,B2AR,1,2,1
K24,1328,176,85,DMPC+30%PE,14,0.625,0.4,3,5,B2AR,1,10,23
P20,1329,177,85,DMPC+30%PE,14,1.25,1,3,5,B2AR,1,15,19
A1,1330,178,185,DMPC,8,1.25,0.1,3,5,B2AR,1,0,0
P14,1332,180,185,DMPC,14,1.25,0.4,3,5,B2AR,1,15,13
C19,1334,182,185,DMPC+15%PE,8,1.25,0.4,3,5,B2AR,1,2,18
K15,1336,184,185,DMPC+15%PE,14,0.625,0.4,3,5,B2AR,1,10,14
K1,1338,186,185,DMPC+30%PE,8,0,0.1,3,5,B2AR,1,10,0
N6,1512,360,85,no_lipo,8,0,4,3,5,B2AR,1,13,5
O18,1518,366,85,no_lipo,8,1.25,0.4,3,5,B2AR,1,14,17
L8,1519,367,85,no_lipo,14,0,0.1,3,5,B2AR,1,11,7
J1,1520,368,85,no_lipo,14,0.625,0.4,3,5,B2AR,1,9,0
E10,1523,371,185,no_lipo,14,0.625,0.1,3,5,B2AR,1,4,9
N22,1526,374,185,no_lipo,8,1.25,0.4,3,5,B2AR,1,13,21
C21,1527,375,185,no_lipo,14,0,0.1,3,5,B2AR,1,2,20
J7,1529,377,185,no_lipo,14,1.25,1,3,5,B2AR,1,9,6
I3,1530,378,185,no_lipo,8,0,0.1,3,5,B2AR,1,8,2
L24,1532,380,185,no_lipo,8,1.25,1,3,5,B2AR,1,11,23
B22,1533,381,185,no_lipo,14,0,0.4,3,5,B2AR,1,1,21
