well_name,unique_id,rxn_id,DNA_name,DNA_conc,Liposome_name,Liposome_conc,Mg,SecYE,K,PEG,Chol_conc,Spermidine,PE_conc,plate,col,row,WCE
B20,286,16,Cat,5,no_lipo,3,8,0.0,85,0,0,4,0,1,19,1,BL68
I23,287,17,Cat,5,no_lipo,3,20,1.25,185,2,0,4,0,1,22,8,BL68
F22,288,0,Mito,5,DOPC,3,14,0.0,185,1,0,4,0,1,21,5,BL68
P19,289,1,Mito,5,DOPC,3,8,1.25,135,2,0,4,0,1,18,15,BL68
O22,290,2,Dia,5,DOPC,3,8,0.0,185,0,0,4,0,1,21,14,BL68
C20,291,3,Dia,5,DOPC,3,14,0.0,85,2,0,4,0,1,19,2,BL68
D22,292,4,OR1A1,5,DOPC,3,14,0.0,185,0,0,4,0,1,21,3,BL68
G21,293,5,OR1A1,5,DOPC,3,20,1.25,85,2,0,4,0,1,20,6,BL68
H21,294,6,Blank,0,DOPC,3,8,0.0,85,0,0,4,0,1,20,7,BL68
K22,295,7,Cat,5,DOPC,3,8,0.0,85,0,0,4,0,1,21,10,BL68
H19,296,8,Cat,5,DOPC,3,20,1.25,185,2,0,4,0,1,18,7,BL68
M20,297,9,Mito,5,no_lipo,3,14,0.0,185,1,0,4,0,1,19,12,BL68
D21,298,10,Mito,5,no_lipo,3,8,1.25,135,2,0,4,0,1,20,3,BL68
H23,299,11,Dia,5,no_lipo,3,8,0.0,185,0,0,4,0,1,22,7,BL68
E21,300,12,Dia,5,no_lipo,3,14,0.0,85,2,0,4,0,1,20,4,BL68
N22,301,13,OR1A1,5,no_lipo,3,14,0.0,185,0,0,4,0,1,21,13,BL68
P21,302,14,OR1A1,5,no_lipo,3,20,1.25,85,2,0,4,0,1,20,15,BL68
O23,303,15,Blank,0,no_lipo,3,8,0.0,85,0,0,4,0,1,22,14,BL68
J21,304,16,Cat,5,no_lipo,3,8,0.0,85,0,0,4,0,1,20,9,BL68
A19,305,17,Cat,5,no_lipo,3,20,1.25,185,2,0,4,0,1,18,0,BL68
H20,306,0,Mito,5,DOPC,3,14,0.0,185,1,0,4,0,1,19,7,BL68
L21,307,1,Mito,5,DOPC,3,8,1.25,135,2,0,4,0,1,20,11,BL68
P20,308,2,Dia,5,DOPC,3,8,0.0,185,0,0,4,0,1,19,15,BL68
F23,309,3,Dia,5,DOPC,3,14,0.0,85,2,0,4,0,1,22,5,BL68
K19,310,4,OR1A1,5,DOPC,3,14,0.0,185,0,0,4,0,1,18,10,BL68
D20,311,5,OR1A1,5,DOPC,3,20,1.25,85,2,0,4,0,1,19,3,BL68
J22,312,6,Blank,0,DOPC,3,8,0.0,85,0,0,4,0,1,21,9,BL68
C23,313,7,Cat,5,DOPC,3,8,0.0,85,0,0,4,0,1,22,2,BL68
M21,314,8,Cat,5,DOPC,3,20,1.25,185,2,0,4,0,1,20,12,BL68
C21,315,9,Mito,5,no_lipo,3,14,0.0,185,1,0,4,0,1,20,2,BL68
L22,316,10,Mito,5,no_lipo,3,8,1.25,135,2,0,4,0,1,21,11,BL68
N20,317,11,Dia,5,no_lipo,3,8,0.0,185,0,0,4,0,1,19,13,BL68
I19,318,12,Dia,5,no_lipo,3,14,0.0,85,2,0,4,0,1,18,8,BL68
B22,319,13,OR1A1,5,no_lipo,3,14,0.0,185,0,0,4,0,1,21,1,BL68
J23,320,14,OR1A1,5,no_lipo,3,20,1.25,85,2,0,4,0,1,22,9,BL68
M19,321,15,Blank,0,no_lipo,3,8,0.0,85,0,0,4,0,1,18,12,BL68
F19,322,16,Cat,5,no_lipo,3,8,0.0,85,0,0,4,0,1,18,5,BL68
A23,323,17,Cat,5,no_lipo,3,20,1.25,185,2,0,4,0,1,22,0,BL68
M22,324,18,deGFP,5,no_lipo,3,14,0.0,85,0,0,4,0,1,21,12,BL68
M23,325,19,deGFP,5,no_lipo,3,14,0.0,85,2,0,4,0,1,22,12,BL68
A24,326,20,deGFP,5,no_lipo,3,8,0.0,85,2,0,4,0,1,23,0,BL68
E19,327,18,deGFP,5,no_lipo,3,14,0.0,85,0,0,4,0,1,18,4,BL68
I21,328,19,deGFP,5,no_lipo,3,14,0.0,85,2,0,4,0,1,20,8,BL68
N23,329,20,deGFP,5,no_lipo,3,8,0.0,85,2,0,4,0,1,22,13,BL68
J19,330,18,deGFP,5,no_lipo,3,14,0.0,85,0,0,4,0,1,18,9,BL68
L23,331,19,deGFP,5,no_lipo,3,14,0.0,85,2,0,4,0,1,22,11,BL68
P22,332,20,deGFP,5,no_lipo,3,8,0.0,85,2,0,4,0,1,21,15,BL68
G23,333,18,deGFP,5,no_lipo,3,14,0.0,85,0,0,4,0,1,22,6,BL68
B24,334,19,deGFP,5,no_lipo,3,14,0.0,85,2,0,4,0,1,23,1,BL68
L19,335,20,deGFP,5,no_lipo,3,8,0.0,85,2,0,4,0,1,18,11,BL68
